iter	Logloss
301	0.4494782192
302	0.4494688332
303	0.449436454
304	0.4494164835
305	0.449385223
306	0.4493546032
307	0.4493320661
308	0.4493257272
309	0.4493195134
310	0.4492901783
311	0.449272282
312	0.4492439327
313	0.4492378742
314	0.449221202
315	0.4492048899
316	0.4491779934
317	0.4491726284
318	0.449167369
319	0.4491411641
320	0.4491256249
321	0.4491067824
322	0.4490917682
323	0.4490849137
324	0.4490667285
325	0.4490597746
326	0.4490455651
327	0.449039154
328	0.4490216815
329	0.4490081447
330	0.4489912351
331	0.4489687337
332	0.4489645494
333	0.4489604475
334	0.4489443901
335	0.4489404511
336	0.4489189054
337	0.4489035651
338	0.4488827233
339	0.4488790972
340	0.4488673576
341	0.4488616623
342	0.4488581788
343	0.4488547637
344	0.4488349103
345	0.4488316325
346	0.4488206899
347	0.4488015282
348	0.4487880456
349	0.4487844168
350	0.4487808622
351	0.448777374
352	0.4487643684
353	0.4487516357
354	0.4487338791
355	0.4487241446
356	0.4487069756
357	0.4486951392
358	0.4486859159
359	0.4486744336
360	0.4486583202
361	0.4486495875
362	0.4486471387
363	0.4486429481
364	0.4486274065
365	0.4486191802
366	0.448604132
367	0.4485894202
368	0.4485817682
369	0.4485674811
370	0.4485577178
371	0.4485438991
372	0.4485418648
373	0.4485283787
374	0.4485151707
375	0.4485062134
376	0.4484994269
377	0.4484907362
378	0.4484841523
379	0.4484777166
380	0.4484756229
381	0.448467314
382	0.4484656229
383	0.4484594458
384	0.4484534022
385	0.4484503637
386	0.4484473842
387	0.4484457876
388	0.4484342369
389	0.4484229041
390	0.4484118614
391	0.4484103941
392	0.4484049633
393	0.4483942436
394	0.4483870892
395	0.4483819694
396	0.4483803296
397	0.448377783
398	0.448372828
399	0.4483679827
400	0.4483632333
401	0.4483619815
402	0.4483521107
403	0.4483506387
404	0.4483491955
405	0.4483447092
406	0.4483425282
407	0.4483413477
408	0.4483392075
409	0.4483297695
410	0.4483277113
411	0.4483214773
412	0.448320209
413	0.4483111613
414	0.4483022923
415	0.4482936195
416	0.4482878935
417	0.4482840781
418	0.4482803471
419	0.4482793612
420	0.4482711408
421	0.4482631015
422	0.4482621745
423	0.4482612657
424	0.4482603761
425	0.4482551651
426	0.4482474221
427	0.4482465854
428	0.4482448849
429	0.4482416035
430	0.4482383722
431	0.4482352471
432	0.4482279289
433	0.4482271691
434	0.4482199938
435	0.4482129919
436	0.4482061048
437	0.4482046637
438	0.4482019131
439	0.4481974799
440	0.4481931376
441	0.4481904448
442	0.4481896344
443	0.4481883089
444	0.4481876597
445	0.4481850681
446	0.4481787418
447	0.4481725364
448	0.448166446
449	0.4481605048
450	0.4481599308
451	0.448159368
452	0.4481581727
453	0.4481576184
454	0.4481553274
455	0.4481496069
456	0.4481459187
457	0.4481437551
458	0.4481426635
459	0.4481421609
460	0.4481366876
461	0.4481313377
462	0.4481260944
463	0.4481209419
464	0.4481159011
465	0.4481126716
466	0.4481116983
467	0.4481085403
468	0.4481081122
469	0.4481076926
470	0.4481067455
471	0.4481062101
472	0.4481052934
473	0.4481035151
474	0.4481017749
475	0.4481009095
476	0.4481005089
477	0.448100116
478	0.4480997309
479	0.4480967445
480	0.4480951063
481	0.4480934968
482	0.4480906053
483	0.4480902573
484	0.4480874292
485	0.4480846584
486	0.4480803292
487	0.4480760847
488	0.4480719347
489	0.4480704958
490	0.4480664486
491	0.4480661529
492	0.448064786
493	0.4480643929
494	0.44806306
495	0.4480617472
496	0.4480578746
497	0.4480575095
498	0.4480551361
499	0.4480538979
500	0.4480526849
501	0.448052432
502	0.4480487503
503	0.4480475858
504	0.4480453493
505	0.4480450289
506	0.4480414885
507	0.448038028
508	0.4480374511
509	0.4480340589
510	0.4480338381
511	0.4480328513
512	0.4480326393
513	0.4480324315
514	0.448029149
515	0.4480286093
516	0.44802808
517	0.4480278779
518	0.4480276798
519	0.4480274859
520	0.4480255099
521	0.4480252423
522	0.448023309
523	0.4480201959
524	0.4480192798
525	0.4480162467
526	0.4480153662
527	0.4480124191
528	0.4480119541
529	0.4480119541
530	0.4480117247
531	0.4480108916
532	0.4480100925
533	0.4480099321
534	0.4480081937
535	0.4480053841
536	0.4480046097
537	0.4480038504
538	0.4480037055
539	0.4480035631
540	0.4480008523
541	0.4479992348
542	0.4479985176
543	0.4479983262
544	0.4479981945
545	0.4479980062
546	0.4479953969
547	0.4479938608
548	0.4479913391
549	0.4479911653
550	0.4479896937
551	0.4479895739
552	0.4479894064
553	0.4479892885
554	0.4479868562
555	0.4479862241
556	0.447985873
557	0.447985529
558	0.4479831696
559	0.4479817979
560	0.4479814689
561	0.4479811468
562	0.4479798047
563	0.4479792566
564	0.4479786979
565	0.4479764781
566	0.4479759416
567	0.4479758427
568	0.4479755489
569	0.4479755489
570	0.4479750382
571	0.4479745282
572	0.4479724029
573	0.4479711628
574	0.4479710728
575	0.4479689947
576	0.4479669671
577	0.4479658025
578	0.447964661
579	0.4479635459
580	0.4479630933
581	0.447961177
582	0.4479607417
583	0.447960642
584	0.4479602383
585	0.4479598226
586	0.4479595879
587	0.4479577445
588	0.4479575188
589	0.4479574468
590	0.4479572268
591	0.4479561893
592	0.4479551721
593	0.4479534123
594	0.4479524362
595	0.4479514787
596	0.44795054
597	0.4479501775
598	0.4479485173
599	0.4479485172
600	0.4479468898
601	0.4479468307
602	0.4479466322
603	0.4479450454
604	0.4479434889
605	0.4479434329
606	0.4479433792
607	0.4479430568
608	0.4479415481
609	0.4479412379
610	0.4479409343
611	0.4479394579
612	0.4479394092
613	0.4479391203
614	0.4479388362
615	0.4479373999
616	0.4479373717
617	0.4479370978
618	0.4479370632
619	0.4479370051
620	0.4479367416
621	0.4479353479
622	0.4479352126
623	0.4479338586
624	0.4479325227
625	0.4479322799
626	0.4479309805
627	0.4479297094
628	0.4479297083
629	0.4479290085
630	0.4479288742
631	0.4479276371
632	0.4479276268
633	0.4479264129
634	0.4479257515
635	0.447925625
636	0.4479256166
637	0.4479244422
638	0.4479244078
639	0.4479243958
640	0.4479232442
641	0.4479232422
642	0.4479221131
643	0.4479221049
644	0.4479219859
645	0.4479213772
646	0.4479213769
647	0.4479211815
648	0.4479205866
649	0.4479203963
650	0.4479203963
651	0.4479203963
652	0.4479202096
653	0.4479191424
654	0.4479185718
655	0.4479180126
656	0.4479179955
657	0.4479179955
658	0.447916979
659	0.4479164419
660	0.4479154495
661	0.4479154234
662	0.4479152544
663	0.4479147407
664	0.4479145813
665	0.447913624
666	0.4479134656
667	0.4479134628
668	0.4479134614
669	0.4479125265
670	0.4479125232
671	0.4479120442
672	0.4479111382
673	0.4479109909
674	0.4479109245
675	0.4479109034
676	0.4479104397
677	0.4479102973
678	0.4479098433
679	0.4479097576
680	0.447909706
681	0.4479088505
682	0.4479084138
683	0.4479084138
684	0.4479075841
685	0.4479071653
686	0.4479067548
687	0.4479059572
688	0.4479058326
689	0.4479057247
690	0.4479049427
691	0.4479048219
692	0.4479044352
693	0.4479043164
694	0.4479043063
695	0.4479042346
696	0.4479042228
697	0.4479041587
698	0.447904047
699	0.4479040452
700	0.4479040341
701	0.4479036566
702	0.4479032857
703	0.447902556
704	0.4479025541
705	0.4479025541
706	0.4479025541
707	0.4479025541
708	0.4479025541
709	0.4479025541
710	0.4479018386
711	0.4479017329
712	0.4479010301
713	0.4479006903
714	0.4479003553
715	0.4479000263
716	0.447900014
717	0.4478999466
718	0.4478999427
719	0.4478999419
720	0.4478999346
721	0.4478999315
722	0.4478992635
723	0.4478986122
724	0.4478986089
725	0.4478979704
726	0.4478979605
727	0.4478976583
728	0.4478976473
729	0.4478970276
730	0.4478970212
731	0.447896868
732	0.4478965802
733	0.4478965794
734	0.4478965793
735	0.4478959902
736	0.4478959853
737	0.4478958964
738	0.4478958963
739	0.4478958576
740	0.4478958251
741	0.4478952363
742	0.4478952332
743	0.4478946572
744	0.4478945813
745	0.4478945004
746	0.4478939394
747	0.447893389
748	0.4478933828
749	0.4478933767
750	0.4478933716
751	0.447892843
752	0.447892843
753	0.4478923165
754	0.4478923086
755	0.4478923027
756	0.4478922968
757	0.4478922231
758	0.4478922213
759	0.4478922136
760	0.4478922114
761	0.4478916947
762	0.4478916866
763	0.4478911804
764	0.4478911788
765	0.4478911628
766	0.4478906673
767	0.4478904616
768	0.4478900116
769	0.4478899848
770	0.4478899184
771	0.4478898869
772	0.4478894148
773	0.4478894131
774	0.4478891958
775	0.4478891944
776	0.4478891914
777	0.4478891294
778	0.4478890696
779	0.4478890679
780	0.4478889668
781	0.4478889665
782	0.4478885133
783	0.4478880697
784	0.4478880435
785	0.447888038
786	0.4478879818
787	0.4478879792
788	0.447887548
789	0.4478874934
790	0.4478873988
791	0.4478873936
792	0.4478873929
793	0.4478869899
794	0.4478869899
795	0.4478865831
796	0.44788658
797	0.4478865307
798	0.4478865301
799	0.4478861338
800	0.4478857486
801	0.4478856617
802	0.4478856607
803	0.4478855859
804	0.4478855859
805	0.4478855814
806	0.447885556
807	0.4478855088
808	0.447885141
809	0.4478850682
810	0.4478850281
811	0.4478849819
812	0.4478849653
813	0.44788492
814	0.44788492
815	0.4478845458
816	0.4478841803
817	0.4478841721
818	0.447884172
819	0.4478838135
820	0.4478837721
821	0.4478834254
822	0.4478834236
823	0.4478834236
824	0.4478834236
825	0.4478830794
826	0.4478830686
827	0.4478830506
828	0.4478830473
829	0.447882715
830	0.4478826771
831	0.4478826483
832	0.447882606
833	0.4478822788
834	0.4478819569
835	0.4478819408
836	0.4478819067
837	0.4478818921
838	0.4478818885
839	0.4478815747
840	0.4478815417
841	0.4478814722
842	0.4478814704
843	0.4478814634
844	0.4478811717
845	0.4478811331
846	0.4478811303
847	0.4478811268
848	0.4478811248
849	0.4478811179
850	0.4478808318
851	0.4478805392
852	0.4478805385
853	0.4478805385
854	0.4478805385
855	0.4478805385
856	0.4478805385
857	0.4478805384
858	0.4478805384
859	0.4478802637
860	0.4478799935
861	0.4478797224
862	0.4478794555
863	0.4478794494
864	0.4478794494
865	0.4478791934
866	0.4478791658
867	0.4478791538
868	0.4478791391
869	0.4478791391
870	0.4478788871
871	0.4478788543
872	0.4478788521
873	0.4478786009
874	0.4478783545
875	0.4478783545
876	0.4478781171
877	0.4478780961
878	0.4478780961
879	0.4478780961
880	0.4478778561
881	0.4478778561
882	0.4478778532
883	0.4478778532
884	0.4478778532
885	0.4478778532
886	0.4478778532
887	0.4478778532
888	0.4478778532
889	0.4478778532
890	0.4478778532
891	0.4478776179
892	0.4478773938
893	0.4478773811
894	0.447877369
895	0.4478771503
896	0.4478771366
897	0.4478771363
898	0.4478771354
899	0.4478769144
900	0.4478769125
901	0.4478769075
902	0.4478769063
903	0.4478766963
904	0.4478764844
905	0.4478764844
906	0.4478762859
907	0.4478760819
908	0.4478758815
909	0.447875686
910	0.4478754937
911	0.4478753121
912	0.44787531
913	0.4478753005
914	0.4478752994
915	0.4478751272
916	0.4478751251
917	0.4478749513
918	0.4478747768
919	0.4478747761
920	0.4478746018
921	0.4478745903
922	0.4478744195
923	0.4478744021
924	0.4478744007
925	0.4478742411
926	0.4478740845
927	0.4478740666
928	0.4478740657
929	0.4478739051
930	0.4478737493
931	0.4478737457
932	0.4478735919
933	0.4478734418
934	0.4478732963
935	0.4478732926
936	0.447873147
937	0.4478731189
938	0.4478729835
939	0.4478729835
940	0.4478729834
941	0.4478729831
942	0.4478729799
943	0.4478729763
944	0.4478729663
945	0.4478729584
946	0.4478729538
947	0.4478728165
948	0.4478727775
949	0.4478726446
950	0.4478726441
951	0.4478726441
952	0.4478726377
953	0.4478725048
954	0.4478723772
955	0.447872252
956	0.447872252
957	0.447872252
958	0.447872252
959	0.447872252
960	0.447872252
961	0.447872252
962	0.447872252
963	0.447872252
964	0.447872252
965	0.447872252
966	0.447872252
967	0.447872252
968	0.447872252
969	0.447872252
970	0.447872252
971	0.447872252
972	0.447872252
973	0.447872252
974	0.447872252
975	0.447872252
976	0.447872252
977	0.447872252
978	0.447872252
979	0.447872252
980	0.447872252
981	0.447872252
982	0.447872252
983	0.447872252
984	0.447872252
985	0.447872252
986	0.447872252
987	0.447872252
988	0.447872252
989	0.447872252
990	0.447872252
991	0.447872252
992	0.447872252
993	0.447872252
994	0.447872252
995	0.447872252
996	0.447872252
997	0.447872252
998	0.447872252
999	0.447872252
