iter	RMSE
247	115.8620971
248	115.6322238
249	115.5348207
250	115.4424683
251	115.1828422
252	115.1015201
253	114.977858
254	114.8695838
255	114.6828481
256	114.574329
257	114.508906
258	114.4144067
259	114.1657751
260	114.0403704
261	113.939706
262	113.8718185
263	113.7017668
264	113.3839346
265	113.3176206
266	113.2052271
267	112.9951985
268	112.7849692
269	112.6826766
270	112.5081913
271	112.4209773
272	112.1440442
273	111.903777
274	111.6675762
275	111.6025795
276	111.2765436
277	111.1057447
278	110.9098987
279	110.6740599
280	110.5388015
281	110.486894
282	110.3557613
283	110.2008975
284	109.9837469
285	109.6927997
286	109.5423393
287	109.38567
288	109.1548624
289	108.9083568
290	108.7740431
291	108.6325934
292	108.497692
293	108.4072356
294	108.1962007
295	108.1095052
296	107.9923641
297	107.8817101
298	107.7152763
299	107.4677317
300	107.259085
301	106.9693313
302	106.8161289
303	106.7685471
304	106.5386928
305	106.4924134
306	106.2957168
307	106.0639902
308	105.8369667
309	105.6261236
310	105.5505573
311	105.4234319
312	105.328654
313	105.1095926
314	104.9930909
315	104.8356438
316	104.7707422
317	104.5290649
318	104.291964
319	104.1656334
320	104.0066169
321	103.9190357
322	103.6869681
323	103.5048895
324	103.3591187
325	103.1594165
326	103.008771
327	102.9065791
328	102.6974464
329	102.4960394
330	102.2946223
331	102.1302016
332	101.9941535
333	101.9548332
334	101.7959075
335	101.6953854
336	101.5135673
337	101.2680109
338	101.0675259
339	100.9141099
340	100.8549542
341	100.7839172
342	100.6816841
343	100.4605757
344	100.3495874
345	100.2887588
346	100.119675
347	99.92945882
348	99.81535344
349	99.52773911
350	99.39625641
351	99.28476867
352	99.14092113
353	99.01699288
354	98.98089073
355	98.80444168
356	98.67604773
357	98.56254729
358	98.4317857
359	98.3613222
360	98.28212413
361	98.07797364
362	97.94014336
363	97.76517931
364	97.56615525
365	97.51279939
366	97.45600543
367	97.34187101
368	97.20466678
369	97.03434624
370	96.98511647
371	96.91113403
372	96.74045306
373	96.63925571
374	96.47913598
375	96.31801612
376	96.24927264
377	96.10971231
378	96.01478341
379	95.75677521
380	95.67972253
381	95.5181842
382	95.31161812
383	95.16022439
384	95.05760388
385	94.92982872
386	94.7479304
387	94.60190549
388	94.45079536
389	94.24134877
390	94.05763597
391	93.86064707
392	93.7093595
393	93.64431492
394	93.49248876
395	93.43360452
396	93.28977168
397	93.16283228
398	93.07483652
399	92.93870623
400	92.91780889
401	92.80220936
402	92.69874973
403	92.53665899
404	92.39065684
405	92.26381176
406	92.09855609
407	91.82124037
408	91.63126742
409	91.49341584
410	91.38685311
411	91.11753627
412	91.05106044
413	90.93515484
414	90.82385794
415	90.80579255
416	90.68359043
417	90.58189235
418	90.46319256
419	90.33862611
420	90.29134075
421	90.11005988
422	89.99553193
423	89.89364245
424	89.7588046
425	89.63077052
426	89.61544847
427	89.60048413
428	89.45149753
429	89.36268747
430	89.15875223
431	89.11489249
432	88.96822901
433	88.79831438
434	88.6953137
435	88.54504765
436	88.532224
437	88.27561105
438	88.16310425
439	88.077754
440	87.93862664
441	87.82032683
442	87.67575124
443	87.62052517
444	87.52522541
445	87.47785852
446	87.34812039
447	87.22382169
448	87.14504142
449	87.02315767
450	86.9371586
451	86.79857845
452	86.71866422
453	86.52963602
454	86.3540652
455	86.18145548
456	85.9645547
457	85.86910226
458	85.77407229
459	85.52266788
460	85.41545985
461	85.36609973
462	85.19285006
463	85.06205634
464	84.95518968
465	84.77421679
466	84.63876376
467	84.46940164
468	84.2800341
469	84.23300139
470	84.08993664
471	83.93219926
472	83.8440086
473	83.70340196
474	83.5289744
475	83.36538251
476	83.2374782
477	83.05173367
478	82.99755796
479	82.8398782
480	82.82596568
481	82.67522326
482	82.56029388
483	82.44698008
484	82.40849658
485	82.34640978
486	82.25560426
487	82.21213804
488	82.06171261
489	81.82484392
490	81.78431317
491	81.6996447
492	81.59924951
493	81.51656032
494	81.40324284
495	81.36966825
496	81.28734013
497	81.12568141
498	81.02036173
499	80.85054312
500	80.66804662
501	80.59896578
502	80.3898751
503	80.35768601
504	80.2326103
505	80.19398037
506	80.1629036
507	80.13725194
508	79.99258621
509	79.86444881
510	79.80383776
511	79.76209661
512	79.72474446
513	79.66818783
514	79.54423986
515	79.44023269
516	79.32744021
517	79.22762189
518	79.10029851
519	78.98220042
520	78.94423842
521	78.91363199
522	78.73825136
523	78.69960962
524	78.64497531
525	78.54847168
526	78.40638782
527	78.27543634
528	78.15743068
529	78.04034978
530	77.93164557
531	77.82186293
532	77.75502365
533	77.59396239
534	77.46789339
535	77.39526716
536	77.2909176
537	77.18929432
538	77.10894181
539	77.02643504
540	76.9694336
541	76.88416283
542	76.77247505
543	76.7304573
544	76.67368775
545	76.56490267
546	76.47576601
547	76.39606638
548	76.31468093
549	76.19066765
550	76.1594668
551	76.02262261
552	75.92140471
553	75.84392051
554	75.79035326
555	75.62747591
556	75.53383492
557	75.42806614
558	75.34715155
559	75.23392528
560	75.10612612
561	75.03523405
562	75.00103451
563	74.909683
564	74.8454134
565	74.76715423
566	74.68867263
567	74.65557139
568	74.59615406
569	74.50059094
570	74.37367874
571	74.20135827
572	74.17471534
573	74.10764139
574	73.94080425
575	73.91508031
576	73.88829313
577	73.77963772
578	73.73413639
579	73.68375898
580	73.62936964
581	73.45793808
582	73.39018215
583	73.28814021
584	73.21978215
585	73.15252904
586	73.1250901
587	73.0738896
588	72.93999179
589	72.88781815
590	72.86029992
591	72.75917054
592	72.63919902
593	72.56120744
594	72.4947133
595	72.38594933
596	72.36421335
597	72.25762038
598	72.22592732
599	72.16741491
600	72.04419526
601	71.90789202
602	71.82443781
603	71.77659904
604	71.66461424
605	71.56881546
606	71.52391238
607	71.51270204
608	71.46065227
609	71.29429261
610	71.2188103
611	71.12992587
612	71.05457616
613	70.97956753
614	70.89269301
615	70.82230514
616	70.76961061
617	70.66004435
618	70.53818823
619	70.44968294
620	70.34136408
621	70.29714607
622	70.20419742
623	70.15012814
624	70.07183688
625	70.03250373
626	69.95382936
627	69.89617549
628	69.77288873
629	69.72400542
630	69.61210569
631	69.51827548
632	69.46653932
633	69.41877932
634	69.33220532
635	69.29646689
636	69.25582574
637	69.16506674
638	69.08462062
639	69.0222946
640	68.94518972
641	68.88717402
642	68.78988889
643	68.66040773
644	68.5707439
645	68.52005971
646	68.47322333
647	68.42853859
648	68.32540722
649	68.19986653
650	68.07426431
651	68.00785579
652	67.94819799
653	67.89140968
654	67.77040631
655	67.72495762
656	67.68672053
657	67.61227657
658	67.53071922
659	67.48447836
660	67.34354663
661	67.31349606
662	67.27206424
663	67.17156806
664	67.11998148
665	67.07655208
666	67.02617714
667	66.99113946
668	66.94671593
669	66.88284056
670	66.83271667
671	66.75180196
672	66.69427584
673	66.58046516
674	66.55600666
675	66.45495844
676	66.41740735
677	66.24208381
678	66.13104972
679	66.05217498
680	66.03746923
681	65.97755262
682	65.92518298
683	65.87215084
684	65.77680807
685	65.7020189
686	65.64236516
687	65.59645628
688	65.55032122
689	65.50170486
690	65.41579611
691	65.32695402
692	65.31313455
693	65.24849045
694	65.20182488
695	65.13196096
696	64.93577213
697	64.90334329
698	64.82627562
699	64.67311936
700	64.64651941
701	64.58034551
702	64.55329199
703	64.52058691
704	64.45240604
705	64.32269727
706	64.1930827
707	64.13387476
708	64.07217516
709	64.00787267
710	63.9574685
711	63.93427718
712	63.8577318
713	63.76423753
714	63.7171486
715	63.61548072
716	63.5586143
717	63.51288536
718	63.42800032
719	63.36486757
720	63.28878185
721	63.27248641
722	63.17776985
723	63.13684717
724	63.10063898
725	63.03886227
726	62.99183249
727	62.86488449
728	62.75947809
729	62.70613897
730	62.62266401
731	62.59447805
732	62.55049697
733	62.51852133
734	62.46008072
735	62.40183057
736	62.27162115
737	62.19019566
738	62.12162741
739	62.03401362
740	61.97845622
741	61.92967204
742	61.8803928
743	61.83493832
744	61.77278796
745	61.69517327
746	61.65345629
747	61.54902222
748	61.45181234
749	61.41076994
750	61.3853498
751	61.28061263
752	61.26099003
753	61.19008499
754	61.1632629
755	61.12131155
756	61.09922793
757	61.07169294
758	60.92218635
759	60.86822127
760	60.80878269
761	60.71864461
762	60.66747051
763	60.63668327
764	60.58334316
765	60.49496683
766	60.44340088
767	60.39504006
768	60.35089537
769	60.24483252
770	60.15149952
771	60.09325114
772	60.0857934
773	60.00966569
774	59.96469181
775	59.9118719
776	59.85319412
777	59.76692117
778	59.73826679
779	59.64547496
780	59.57645319
781	59.55238425
782	59.45457087
783	59.43387929
784	59.31913508
785	59.30159411
786	59.20775779
787	59.16658983
788	59.0998748
789	59.07145366
790	59.05082892
791	58.97871794
792	58.93135385
793	58.88323945
794	58.82154833
795	58.80676952
796	58.7830244
797	58.70649446
798	58.60849792
799	58.54245886
800	58.4583184
801	58.36046951
802	58.33601178
803	58.3092624
804	58.23628773
805	58.22805517
806	58.15798008
807	58.13979729
808	58.05781976
809	57.95443929
810	57.89399013
811	57.85419042
812	57.77392004
813	57.7285075
814	57.70856646
815	57.64500913
816	57.51002561
817	57.38136868
818	57.35493356
819	57.23283802
820	57.20627746
821	57.11621712
822	57.0837201
823	57.05092099
824	56.97759998
825	56.90179579
826	56.85391783
827	56.77829606
828	56.74677492
829	56.73408598
830	56.66573223
831	56.64156941
832	56.61865233
833	56.55421788
834	56.54368272
835	56.46620761
836	56.40254162
837	56.34092717
838	56.30140258
839	56.25981843
840	56.18990114
841	56.12751933
842	56.1109206
843	56.03848972
844	56.01633934
845	55.93656185
846	55.90687971
847	55.87443883
848	55.82194064
849	55.73503574
850	55.71406669
851	55.65777899
852	55.60456313
853	55.54147068
854	55.49831141
855	55.42865696
856	55.36546502
857	55.27757362
858	55.22382417
859	55.17150457
860	55.05648504
861	54.96647933
862	54.92240746
863	54.89488765
864	54.78642
865	54.73343912
866	54.65640147
867	54.60542434
868	54.51323696
869	54.43359615
870	54.33864468
871	54.23339211
872	54.1557992
873	54.08363626
874	53.98353217
875	53.95734176
876	53.88896598
877	53.78174187
878	53.74186654
879	53.71595803
880	53.64288187
881	53.60498465
882	53.53980106
883	53.47463679
884	53.38762878
885	53.35326633
886	53.31303228
887	53.22178078
888	53.13258352
889	53.02646291
890	52.97576403
891	52.90936486
892	52.81142565
893	52.75235664
894	52.70992716
895	52.63908686
896	52.62382431
897	52.48916903
898	52.3901468
899	52.36464299
900	52.24197444
901	52.20105269
902	52.17853672
903	52.11637691
904	52.03684764
905	51.97084073
906	51.90135063
907	51.84884319
908	51.78114442
909	51.70633233
910	51.63480375
911	51.61253834
912	51.56627493
913	51.50289391
914	51.45463431
915	51.38110255
916	51.24531362
917	51.14765859
918	51.04352074
919	50.94796391
920	50.86881969
921	50.81856673
922	50.80088398
923	50.77352706
924	50.73638445
925	50.70802544
926	50.6184567
927	50.58582231
928	50.56892959
929	50.52229247
930	50.47283631
931	50.45946396
932	50.38984851
933	50.32026067
934	50.28601763
935	50.25042515
936	50.23495326
937	50.13478458
938	50.05910987
939	50.03748861
940	50.02447829
941	49.98799841
942	49.97019894
943	49.91847427
944	49.86664975
945	49.85048682
946	49.80901655
947	49.77203275
948	49.74372396
949	49.65615809
950	49.56718278
951	49.51653083
952	49.49877237
953	49.47996945
954	49.46248572
955	49.41863193
956	49.39508225
957	49.34142424
958	49.25561931
959	49.20689196
960	49.17462947
961	49.12359356
962	49.06361321
963	48.97772598
964	48.96698714
965	48.88581669
966	48.86610778
967	48.8310317
968	48.78242358
969	48.74750053
970	48.7188926
971	48.67187121
972	48.64678445
973	48.62849626
974	48.58536544
975	48.54371915
976	48.44954807
977	48.42146846
978	48.30419939
979	48.26290295
980	48.21452045
981	48.15391421
982	48.12635609
983	48.06758688
984	47.98626357
985	47.94857682
986	47.93042548
987	47.88416927
988	47.86871116
989	47.81004891
990	47.79657259
991	47.75526083
992	47.72522927
993	47.66063386
994	47.640661
995	47.59490659
996	47.52604265
997	47.45047301
998	47.43760681
999	47.41041772
